,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
4265,ATI Radeon 9500 PRO,GPU,2002/10/1,150,,215,110,275,TSMC,ATI,,,
2483,ATI Radeon IGP 345M,GPU,2002/10/5,180,,73,30,183,Unknown,ATI,,,
2671,ATI Radeon IGP 340,GPU,2002/10/5,180,,73,30,183,Unknown,ATI,,,
3619,ATI Radeon IGP 350M,GPU,2002/10/5,180,,73,30,183,Unknown,ATI,,,
3694,ATI Radeon IGP 340M,GPU,2002/10/5,180,,73,30,183,Unknown,ATI,,,
4184,ATI Radeon IGP 320M,GPU,2002/10/5,180,,73,30,160,Unknown,ATI,,,
4612,ATI Radeon IGP 320,GPU,2002/10/5,180,,73,30,160,Unknown,ATI,,,
3616,NVIDIA GeForce4 460 Go,GPU,2002/10/14,150,,65,29,250,TSMC,NVIDIA,,,
775,AMD Athlon XP-M 2200+,CPU,2002/11/11,130,45,101,63,1800,Unknown,AMD,,,
3663,NVIDIA Quadro4 580 XGL,GPU,2002/11/12,150,,65,29,300,TSMC,NVIDIA,,,
4717,NVIDIA Quadro4 980 XGL,GPU,2002/11/12,150,,101,36,300,TSMC,NVIDIA,,,
4835,NVIDIA Quadro4 380 XGL,GPU,2002/11/12,150,,65,29,275,TSMC,NVIDIA,,,
3784,NVIDIA GeForce4 Go 4200,GPU,2002/11/14,150,,101,36,200,TSMC,NVIDIA,,,
671,Intel Xeon 2.66,CPU,2002/11/18,130,89,217,55,2660,Intel,Intel,,,
1693,Intel Celeron 2.10,CPU,2002/11/20,130,73,146,55,2100,Intel,Intel,,,
1942,Intel Celeron 2.20,CPU,2002/11/20,130,73,146,55,2200,Intel,Intel,,,
2085,Intel Pentium 4-M 2.40,CPU,2003/1/14,130,35,131,55,2400,Intel,Intel,,,
3708,NVIDIA Quadro FX 1000,GPU,2003/1/21,130,,199,125,300,TSMC,NVIDIA,,,
4521,NVIDIA Quadro FX 2000,GPU,2003/1/21,130,,199,125,400,TSMC,NVIDIA,,,
2990,ATI All-In-Wonder 9700 PRO,GPU,2003/1/22,150,,215,110,325,TSMC,ATI,,,
578,AMD Athlon XP 2500+,CPU,2003/2/10,130,68,101,63,1833,Unknown,AMD,,,
1429,AMD Athlon XP 2500+ DTR,CPU,2003/2/10,130,68,101,63,1833,Unknown,AMD,,,
4127,NVIDIA GeForce4 Ti 4800 SE,GPU,2003/2/16,150,,101,36,275,TSMC,NVIDIA,,,
2293,ATI Mobility Radeon 9200,GPU,2003/3/1,150,,81,36,250,UMC,ATI,,,
2454,ATI Radeon 9800 SE,GPU,2003/3/1,150,,215,117,378,TSMC,ATI,,,
2503,NVIDIA GeForce FX Go5300,GPU,2003/3/1,150,,124,45,275,TSMC,NVIDIA,,,
2545,NVIDIA GeForce FX Go5200 64M,GPU,2003/3/1,150,,91,45,250,TSMC,NVIDIA,,,
2626,ATI Radeon 9800,GPU,2003/3/1,150,37,215,117,325,TSMC,ATI,,,
2817,NVIDIA GeForce FX Go5200,GPU,2003/3/1,150,,91,45,200,TSMC,NVIDIA,,,
2848,ATI Radeon 9500,GPU,2003/3/1,150,12,215,110,275,TSMC,ATI,,,
2909,NVIDIA GeForce FX Go5200 NPB 32M,GPU,2003/3/1,150,,91,45,200,TSMC,NVIDIA,,,
3268,ATI Radeon 9200 SE PCI,GPU,2003/3/1,150,28,98,36,200,UMC,ATI,,,
3498,ATI Mobility Radeon 7000 IGP,GPU,2003/3/1,180,,97,30,183,Unknown,ATI,,,
3499,ATI FireGL 9800 X2-256,GPU,2003/3/1,150,,218,117,380,TSMC,ATI,,,
3763,NVIDIA GeForce FX Go5650,GPU,2003/3/1,130,,121,80,325,TSMC,NVIDIA,,,
3777,NVIDIA GeForce FX Go5250,GPU,2003/3/1,150,,124,45,250,TSMC,NVIDIA,,,
3944,NVIDIA GeForce FX Go5200 32M,GPU,2003/3/1,150,,124,45,200,TSMC,NVIDIA,,,
4190,ATI Radeon 9800 SE,GPU,2003/3/1,150,,215,117,331,TSMC,ATI,,,
4343,NVIDIA GeForce FX Go5200,GPU,2003/3/1,150,,124,45,200,TSMC,NVIDIA,,,
4517,ATI Radeon 9200 SE,GPU,2003/3/1,150,28,98,36,200,UMC,ATI,,,
4708,NVIDIA GeForce FX Go5200 NPB 64M,GPU,2003/3/1,150,,91,45,250,TSMC,NVIDIA,,,
4800,NVIDIA GeForce FX Go5600,GPU,2003/3/1,130,,121,80,275,TSMC,NVIDIA,,,
4801,NVIDIA GeForce FX Go5350,GPU,2003/3/1,150,,124,45,275,TSMC,NVIDIA,,,
4817,ATI Radeon 9550 SE,GPU,2003/3/1,130,,76,60,250,TSMC,ATI,,,
4826,ATI Radeon 9800 PRO,GPU,2003/3/1,150,47,215,117,380,TSMC,ATI,,,
4834,ATI Mobility Radeon 9200,GPU,2003/3/1,150,,81,36,200,UMC,ATI,,,
4848,NVIDIA GeForce FX Go5100,GPU,2003/3/1,150,,124,45,200,TSMC,NVIDIA,,,
2491,NVIDIA GeForce FX 5200 PCI,GPU,2003/3/6,150,,91,45,250,TSMC,NVIDIA,,,
2648,NVIDIA GeForce FX 5200 Rev. 2,GPU,2003/3/6,150,,91,45,250,TSMC,NVIDIA,,,
3362,NVIDIA GeForce FX 5600,GPU,2003/3/6,130,37,121,80,325,TSMC,NVIDIA,,,
3374,NVIDIA GeForce FX 5200 Ultra,GPU,2003/3/6,150,,124,45,325,TSMC,NVIDIA,,,
3388,NVIDIA GeForce FX 5800,GPU,2003/3/6,130,44,199,125,400,TSMC,NVIDIA,,,
3644,NVIDIA GeForce FX 5800 Ultra,GPU,2003/3/6,130,,199,125,500,TSMC,NVIDIA,,,
3702,NVIDIA GeForce FX 5200 Ultra Mac Edition,GPU,2003/3/6,150,,124,45,325,TSMC,NVIDIA,,,
3735,NVIDIA GeForce FX 5100,GPU,2003/3/6,150,,124,45,200,TSMC,NVIDIA,,,
4002,NVIDIA GeForce FX 5200,GPU,2003/3/6,150,,124,45,250,TSMC,NVIDIA,,,
4852,NVIDIA GeForce FX 5200,GPU,2003/3/6,150,,65,29,250,TSMC,NVIDIA,,,
561,Intel Xeon 3.06,CPU,2003/3/10,130,89,217,55,3066,Intel,Intel,,,
745,Intel Pentium M 1.40,CPU,2003/3/12,130,24,100,77,1400,Intel,Intel,,,
982,Intel Pentium M 1.60,CPU,2003/3/12,130,24,100,77,1600,Intel,Intel,,,
1007,Intel Pentium M 1.50,CPU,2003/3/12,130,24,100,77,1500,Intel,Intel,,,
1271,Intel Pentium M 1.30,CPU,2003/3/12,130,24,100,77,1300,Intel,Intel,,,
2313,NVIDIA GeForce4 Ti 4800,GPU,2003/3/15,150,,101,36,300,TSMC,NVIDIA,,,
3672,NVIDIA GeForce4 Ti 4800,GPU,2003/3/15,150,,101,36,300,TSMC,NVIDIA,,,
2882,NVIDIA GeForce FX 5600 XT,GPU,2003/3/17,130,,121,80,235,TSMC,NVIDIA,,,
3339,NVIDIA GeForce FX 5200 LE,GPU,2003/3/17,150,,124,45,250,TSMC,NVIDIA,,,
3422,NVIDIA GeForce FX 5600 XT PCI,GPU,2003/3/17,130,,121,80,235,TSMC,NVIDIA,,,
3639,NVIDIA GeForce FX 5600 Ultra,GPU,2003/3/17,130,,121,80,400,TSMC,NVIDIA,,,
3982,NVIDIA GeForce PCX 5900,GPU,2003/3/17,130,,207,135,350,TSMC,NVIDIA,,,
365,Intel Celeron 2.40,CPU,2003/3/31,130,73,146,55,2400,Intel,Intel,,,
433,Intel Celeron 2.30,CPU,2003/3/31,130,73,146,55,2300,Intel,Intel,,,
3067,ATI All-In-Wonder 9000 PRO,GPU,2003/3/31,150,,97,36,275,TSMC,ATI,,,
2375,ATI Radeon 9100 PCI,GPU,2003/4/1,150,,120,60,250,TSMC,ATI,,,
3039,ATI Radeon 9100,GPU,2003/4/1,150,28,120,60,250,TSMC,ATI,,,
3504,ATI All-In-Wonder 9600 PRO,GPU,2003/4/1,130,,76,60,398,TSMC,ATI,,,
1518,Intel Pentium 4 HT 3.00,CPU,2003/4/14,130,82,131,55,3000,Intel,Intel,,,
590,Intel Pentium 4-M 2.50,CPU,2003/4/16,130,35,131,55,2500,Intel,Intel,,,
1304,AMD Opteron 244,CPU,2003/4/22,130,85,193,106,1800,Unknown,AMD,,,
1338,AMD Opteron 242,CPU,2003/4/22,130,85,193,106,1600,Unknown,AMD,,,
2046,AMD Opteron 240,CPU,2003/4/22,130,85,193,106,1400,Unknown,AMD,,,
2371,ATI Mobility Radeon 9000 IGP,GPU,2003/5/1,150,,92,76,300,Unknown,ATI,,,
2632,ATI Radeon 9200 PRO,GPU,2003/5/1,150,28,98,36,240,UMC,ATI,,,
3929,ATI Mobility Radeon 9000 IGP,GPU,2003/5/1,150,,92,76,222,Unknown,ATI,,,
4217,ATI Radeon 9200 LE,GPU,2003/5/1,150,28,98,36,250,UMC,ATI,,,
4409,ATI Mobility Radeon 9000 IGP,GPU,2003/5/1,150,,92,76,300,Unknown,ATI,,,
4543,ATI Radeon 9200 PCI,GPU,2003/5/1,150,28,98,36,250,UMC,ATI,,,
4548,ATI Radeon 9200,GPU,2003/5/1,150,28,98,36,250,UMC,ATI,,,
2783,NVIDIA GeForce FX 5900 ZT,GPU,2003/5/12,130,,207,135,325,TSMC,NVIDIA,,,
3119,NVIDIA GeForce FX 5900,GPU,2003/5/12,130,,207,135,400,TSMC,NVIDIA,,,
4446,NVIDIA GeForce FX 5900 XT,GPU,2003/5/12,130,35,207,135,400,TSMC,NVIDIA,,,
274,Intel Pentium 4 HT 2.80,CPU,2003/5/21,130,70,131,55,2800,Intel,Intel,,,
329,Intel Pentium 4 HT 2.40,CPU,2003/5/21,130,66,131,55,2400,Intel,Intel,,,
1590,Intel Pentium 4 HT 2.60,CPU,2003/5/21,130,69,131,55,2600,Intel,Intel,,,
3150,NVIDIA Quadro FX 500,GPU,2003/5/21,150,,124,45,270,TSMC,NVIDIA,,,
1732,Intel Pentium 4 HT 3.06,CPU,2003/6/1,130,110,146,55,3060,Intel,Intel,,,
1172,Intel Pentium M 1.70,CPU,2003/6/2,130,24,100,77,1700,Intel,Intel,,,
2387,NVIDIA Quadro4 700 Go GL,GPU,2003/6/5,150,,101,36,199,TSMC,NVIDIA,,,
149,Intel Mobile Pentium 4 2.40,CPU,2003/6/11,130,60,131,55,2400,Intel,Intel,,,
359,Intel Mobile Pentium 4 2.80,CPU,2003/6/11,130,68,131,55,2800,Intel,Intel,,,
1487,Intel Pentium 4-M 2.60,CPU,2003/6/11,130,35,131,55,2600,Intel,Intel,,,
1676,Intel Mobile Pentium 4 2.66,CPU,2003/6/11,130,66,131,55,2667,Intel,Intel,,,
1856,Intel Mobile Pentium 4 3.06,CPU,2003/6/11,130,70,131,55,3067,Intel,Intel,,,
2260,ATI All-In-Wonder 9800 PRO,GPU,2003/6/16,150,,215,117,378,TSMC,ATI,,,
220,Intel Pentium 4 HT 3.20,CPU,2003/6/23,130,82,131,55,3200,Intel,Intel,,,
3347,ATI Mobility Radeon 9100 IGP,GPU,2003/6/23,150,,92,76,300,Unknown,ATI,,,
4216,ATI Mobility Radeon 9100 PRO IGP,GPU,2003/6/23,150,,92,76,300,Unknown,ATI,,,
1561,Intel Celeron 2.60,CPU,2003/6/25,130,73,146,55,2600,Intel,Intel,,,
2760,NVIDIA Quadro FX Go700,GPU,2003/6/25,130,,121,80,295,TSMC,NVIDIA,,,
603,AMD Opteron 144,CPU,2003/6/30,130,85,193,106,1800,Unknown,AMD,,,
1171,AMD Opteron 844,CPU,2003/6/30,130,85,193,106,1800,Unknown,AMD,,,
1346,AMD Opteron 842,CPU,2003/6/30,130,85,193,106,1600,Unknown,AMD,,,
1928,AMD Opteron 840,CPU,2003/6/30,130,85,193,106,1400,Unknown,AMD,,,
2045,AMD Opteron 142,CPU,2003/6/30,130,85,193,106,1600,Unknown,AMD,,,
2147,AMD Opteron 140,CPU,2003/6/30,130,85,193,106,1400,Unknown,AMD,,,
425,Intel Xeon 3.06,CPU,2003/7/14,130,97,237,286,3066,Intel,Intel,,,
1183,Intel Xeon 3.06,CPU,2003/7/14,130,97,237,286,3066,Intel,Intel,,,
3959,NVIDIA Quadro FX 3000G,GPU,2003/7/22,130,,207,135,400,TSMC,NVIDIA,,,
4367,NVIDIA Quadro FX 3000,GPU,2003/7/22,130,,207,135,400,TSMC,NVIDIA,,,
566,AMD Mobile Athlon 64 3200+,CPU,2003/8/1,130,82,193,106,2000,Unknown,AMD,,,
639,AMD Mobile Athlon 64 2800+,CPU,2003/8/1,130,82,193,106,1800,Unknown,AMD,,,
643,AMD Mobile Athlon 64 3000+,CPU,2003/8/1,130,82,193,106,1800,Unknown,AMD,,,
349,AMD Opteron 244,CPU,2003/8/5,130,82,193,106,1800,Unknown,AMD,,,
1491,AMD Opteron 240,CPU,2003/8/5,130,82,193,106,1400,Unknown,AMD,,,
1754,AMD Opteron 242,CPU,2003/8/5,130,82,193,106,1600,Unknown,AMD,,,
1868,AMD Opteron 246,CPU,2003/8/5,130,89,193,106,2000,Unknown,AMD,,,
232,AMD Athlon XP 2600+,CPU,2003/9/1,130,68,,63,2083,Unknown,AMD,,,
406,AMD Athlon XP 2200+,CPU,2003/9/1,130,63,,63,1800,Unknown,AMD,,,
733,AMD Athlon XP 2000+,CPU,2003/9/1,130,60,,63,1667,Unknown,AMD,,,
791,AMD Athlon XP 2400+,CPU,2003/9/1,130,68,,63,2000,Unknown,AMD,,,
1309,AMD Athlon XP 2400+,CPU,2003/9/1,130,68,,63,2000,Unknown,AMD,,,
1392,AMD Athlon XP 2000+,CPU,2003/9/1,130,60,,63,1667,Unknown,AMD,,,
1927,AMD Athlon XP 2200+,CPU,2003/9/1,130,63,,63,1800,Unknown,AMD,,,
2073,AMD Athlon XP 2600+,CPU,2003/9/1,130,68,,63,2133,Unknown,AMD,,,
475,AMD Opteron 842,CPU,2003/9/9,130,82,193,106,1600,Unknown,AMD,,,
759,AMD Opteron 140,CPU,2003/9/9,130,82,193,106,1400,Unknown,AMD,,,
776,AMD Opteron 146,CPU,2003/9/9,130,89,193,106,2000,Unknown,AMD,,,
1178,AMD Opteron 840,CPU,2003/9/9,130,82,193,106,1400,Unknown,AMD,,,
1367,AMD Opteron 144,CPU,2003/9/9,130,82,193,106,1800,Unknown,AMD,,,
2102,AMD Opteron 846,CPU,2003/9/9,130,89,193,106,2000,Unknown,AMD,,,
2131,AMD Opteron 142,CPU,2003/9/9,130,82,193,106,1600,Unknown,AMD,,,
2141,AMD Opteron 844,CPU,2003/9/9,130,82,193,106,1800,Unknown,AMD,,,
3460,ATI All-In-Wonder 9800 SE,GPU,2003/9/10,150,,215,117,378,TSMC,ATI,,,
2290,XGI Volari Duo V5 Ultra,GPU,2003/9/15,130,,,90,350,UMC,Other,,,
2392,XGI Volari V8,GPU,2003/9/15,130,,,110,300,UMC,Other,,,
2779,XGI Volari V5 Ultra,GPU,2003/9/15,130,,,90,350,UMC,Other,,,
2869,XGI Volari V5 Ultra,GPU,2003/9/15,130,,,90,350,UMC,Other,,,
3025,XGI Volari Duo V8 Ultra,GPU,2003/9/15,130,,,110,350,UMC,Other,,,
3320,XGI Volari V8,GPU,2003/9/15,130,,,110,300,UMC,Other,,,
3369,XGI Volari V3 XT,GPU,2003/9/15,130,,,25,250,UMC,Other,,,
3586,XGI Volari V8 Ultra,GPU,2003/9/15,130,,,110,350,UMC,Other,,,
3875,XGI Volari Duo V5 Ultra,GPU,2003/9/15,130,,,90,350,UMC,Other,,,
4097,XGI Volari V5,GPU,2003/9/15,130,,,90,325,UMC,Other,,,
4268,XGI Volari Duo V8 Ultra,GPU,2003/9/15,130,,,110,350,UMC,Other,,,
4361,XGI Volari V8 Ultra,GPU,2003/9/15,130,,,110,350,UMC,Other,,,
4549,XGI Volari V5,GPU,2003/9/15,130,,,90,325,UMC,Other,,,
4847,XGI Volari V3,GPU,2003/9/15,130,,,25,200,UMC,Other,,,
427,AMD Athlon 64 FX-51,CPU,2003/9/23,130,89,193,105,2200,Unknown,AMD,,,
944,Intel Mobile Pentium 4 HT 2.66,CPU,2003/9/23,130,66,131,55,2667,Intel,Intel,,,
1020,AMD Athlon 64 3200+,CPU,2003/9/23,130,89,193,105,2000,Unknown,AMD,,,
1468,Intel Mobile Pentium 4 HT 2.80,CPU,2003/9/23,130,68,131,55,2800,Intel,Intel,,,
1500,Intel Mobile Pentium 4 HT 3.06,CPU,2003/9/23,130,70,131,55,3067,Intel,Intel,,,
1960,Intel Mobile Pentium 4 HT 3.20,CPU,2003/9/23,130,76,131,55,3200,Intel,Intel,,,
108,Intel Celeron 2.70,CPU,2003/9/24,130,73,146,55,2700,Intel,Intel,,,
2788,ATI FireGL 9800 X2-256T,GPU,2003/10/1,150,,218,117,412,TSMC,ATI,,,
2823,ATI Radeon 9800 PRO,GPU,2003/10/1,150,47,218,117,380,TSMC,ATI,,,
2954,ATI Radeon 9600,GPU,2003/10/1,130,12,76,60,324,TSMC,ATI,,,
2987,ATI FireGL 9600 T2-64S,GPU,2003/10/1,130,,76,60,324,TSMC,ATI,,,
3303,ATI Radeon 9800 XXL,GPU,2003/10/1,150,,218,117,390,TSMC,ATI,,,
3313,ATI Radeon 9600 PRO,GPU,2003/10/1,130,18,76,60,400,TSMC,ATI,,,
3710,ATI Radeon 9550,GPU,2003/10/1,130,,76,60,250,TSMC,ATI,,,
3943,ATI FireGL 9600 T2-128,GPU,2003/10/1,130,,76,60,398,TSMC,ATI,,,
4094,ATI Radeon 9800 XT,GPU,2003/10/1,150,60,218,117,412,TSMC,ATI,,,
4365,ATI Radeon 9600 SE,GPU,2003/10/1,130,,76,60,325,TSMC,ATI,,,
4451,ATI Radeon 9600 XT,GPU,2003/10/1,130,22,76,60,500,TSMC,ATI,,,
50,Intel Xeon 3.20,CPU,2003/10/6,130,97,237,286,3200,Intel,Intel,,,
4760,ATI Radeon 9600 TX,GPU,2003/10/7,150,,215,110,297,TSMC,ATI,,,
2583,NVIDIA GeForce FX 5900 Ultra,GPU,2003/10/23,130,59,207,135,450,TSMC,NVIDIA,,,
2653,NVIDIA GeForce FX 5950 Ultra,GPU,2003/10/23,130,74,207,135,475,TSMC,NVIDIA,,,
3439,NVIDIA GeForce FX 5700 Ultra,GPU,2003/10/23,130,46,133,82,475,TSMC,NVIDIA,,,
4287,NVIDIA GeForce FX 5700,GPU,2003/10/23,130,25,133,82,425,TSMC,NVIDIA,,,
3677,NVIDIA Quadro NVS 280 PCI,GPU,2003/10/28,150,13,91,45,275,TSMC,NVIDIA,,,
4759,ATI Mobility FireGL T2,GPU,2003/11/1,130,,92,76,320,TSMC,ATI,,,
450,Intel Celeron 2.80,CPU,2003/11/3,130,73,146,55,2800,Intel,Intel,,,
1413,Intel Pentium 4 HT EE 3.20,CPU,2003/11/3,130,110,237,178,3200,Intel,Intel,,,
612,AMD Opteron 148,CPU,2003/11/17,130,89,193,106,2200,Unknown,AMD,,,
915,AMD Opteron 248,CPU,2003/11/17,130,89,193,106,2200,Unknown,AMD,,,
1435,AMD Opteron 848,CPU,2003/11/17,130,89,193,106,2200,Unknown,AMD,,,
1521,AMD Athlon XP 3100+,CPU,2003/12/1,130,68,,63,2200,Unknown,AMD,,,
2597,Intel Extreme Graphics 2,GPU,2003/12/3,130,,,,200,Intel,Intel,,,
3555,Intel Extreme Graphics 2,GPU,2003/12/3,130,,,,200,Intel,Intel,,,
3676,Intel i852GM Graphics,GPU,2003/12/3,130,,,,200,Intel,Intel,,,
4290,ATI All-In-Wonder 9600,GPU,2003/12/3,130,,76,60,324,TSMC,ATI,,,
2220,NVIDIA GeForce4 MX 4000 PCI,GPU,2003/12/14,150,,65,29,250,TSMC,NVIDIA,,,
2248,NVIDIA GeForce4 MX 4000,GPU,2003/12/14,150,,65,29,250,TSMC,NVIDIA,,,
2772,NVIDIA GeForce4 MX 4000 Rev. 2,GPU,2003/12/14,150,,65,29,250,TSMC,NVIDIA,,,
3052,NVIDIA GeForce 6200 AGP,GPU,2003/12/14,150,,65,29,230,TSMC,NVIDIA,,,
101,AMD Athlon 64 3000+,CPU,2003/12/15,130,89,193,69,2000,Unknown,AMD,,,
3269,NVIDIA Quadro4 200 NVS,GPU,2003/12/22,150,11,65,29,250,TSMC,NVIDIA,,,
3442,NVIDIA Quadro4 100 NVS,GPU,2003/12/22,150,10,65,29,250,TSMC,NVIDIA,,,
3449,NVIDIA Quadro NVS 210S,GPU,2003/12/22,90,11,,,425,Unknown,NVIDIA,,,
4348,NVIDIA Quadro4 100 NVS PCI,GPU,2003/12/22,150,10,65,29,250,TSMC,NVIDIA,,,
1138,AMD Athlon 64 3400+,CPU,2004/1/6,130,89,193,105,2200,Unknown,AMD,,,
2278,ATI All-In-Wonder 9200 SE,GPU,2004/1/26,150,,98,36,250,UMC,ATI,,,
3456,ATI All-In-Wonder 9200,GPU,2004/1/26,150,,98,36,250,UMC,ATI,,,
604,Intel Pentium 4 HT 2.8E,CPU,2004/2/1,90,115,109,125,2800,Intel,Intel,,,
980,Intel Pentium 4 HT 3.0E,CPU,2004/2/1,90,115,109,125,3000,Intel,Intel,,,
1580,Intel Pentium 4 HT 3.2E,CPU,2004/2/1,90,115,109,125,3200,Intel,Intel,,,
1613,Intel Xeon 3.20,CPU,2004/2/1,130,97,237,286,3200,Intel,Intel,,,
1560,Intel Pentium 4 HT 3.40,CPU,2004/2/2,130,89,131,55,3400,Intel,Intel,,,
2055,Intel Pentium 4 HT EE 3.40,CPU,2004/2/2,130,110,237,178,3400,Intel,Intel,,,
4591,ATI All-In-Wonder 9600 XT,GPU,2004/2/6,130,,76,60,527,TSMC,ATI,,,
2557,ATI Mobility Radeon 9600 PRO Turbo,GPU,2004/2/13,130,,92,76,337,TSMC,ATI,,,
526,AMD Opteron 240 EE,CPU,2004/2/14,130,30,193,106,1400,Unknown,AMD,,,
828,AMD Opteron 246 HE,CPU,2004/2/14,130,55,193,106,2000,Unknown,AMD,,,
857,AMD Opteron 140 EE,CPU,2004/2/14,130,30,193,106,1400,Unknown,AMD,,,
1566,AMD Opteron 146 HE,CPU,2004/2/14,130,55,193,106,2000,Unknown,AMD,,,
3159,NVIDIA GeForce PCX 5950,GPU,2004/2/17,130,57,207,135,475,TSMC,NVIDIA,,,
3705,NVIDIA GeForce PCX 5750,GPU,2004/2/17,130,50,125,82,425,TSMC,NVIDIA,,,
4040,NVIDIA GeForce PCX 5300,GPU,2004/2/17,150,,91,45,250,TSMC,NVIDIA,,,
2279,NVIDIA GeForce PCX 4300,GPU,2004/2/19,150,,65,29,250,TSMC,NVIDIA,,,
2315,NVIDIA Quadro FX Go1000,GPU,2004/2/25,130,,133,82,295,TSMC,NVIDIA,,,
352,Intel Pentium 4 2.40,CPU,2004/3/1,90,110,109,125,2400,Intel,Intel,,,
3047,ATI Radeon 9250,GPU,2004/3/1,150,,98,36,240,UMC,ATI,,,
3427,NVIDIA GeForce FX 5700 LE,GPU,2004/3/1,130,,133,82,250,TSMC,NVIDIA,,,
3902,ATI Radeon X800 XT Platinum,GPU,2004/3/1,130,63,289,160,520,TSMC,ATI,,,
4234,ATI Radeon 9250 PCI,GPU,2004/3/1,150,,98,36,240,UMC,ATI,,,
4333,ATI Radeon X800 XT AGP,GPU,2004/3/1,130,54,281,160,500,TSMC,ATI,,,
3617,ATI Radeon 9800 PRO Mac Edition,GPU,2004/3/4,150,60,218,117,378,TSMC,ATI,,,
2859,ATI Radeon 9000 PRO Mac Edition,GPU,2004/3/14,150,28,97,36,275,TSMC,ATI,,,
3585,ATI Radeon 7000 Mac Edition PCI,GPU,2004/3/14,180,23,80,30,183,TSMC,ATI,,,
4115,ATI Radeon 9800 XT Mac Edition,GPU,2004/3/14,150,60,218,117,412,TSMC,ATI,,,
4200,ATI Radeon 7000 Mac Edition,GPU,2004/3/14,180,23,80,30,183,TSMC,ATI,,,
2318,NVIDIA GeForce FX 5500,GPU,2004/3/17,150,,91,45,270,TSMC,NVIDIA,,,
2623,NVIDIA Quadro FX 600 PCI,GPU,2004/3/17,150,,124,45,270,TSMC,NVIDIA,,,
4135,NVIDIA GeForce FX 5500 PCI,GPU,2004/3/17,150,,91,45,270,TSMC,NVIDIA,,,
4779,NVIDIA Quadro FX 700,GPU,2004/3/17,130,,207,135,275,TSMC,NVIDIA,,,
1475,AMD Athlon 64 FX-53,CPU,2004/3/18,130,89,193,105,2400,Unknown,AMD,,,
3332,Matrox Parhelia 256 MB,GPU,2004/3/30,150,,174,80,250,UMC,Other,,,
4152,Matrox Parhelia 128 MB,GPU,2004/3/30,150,,174,80,250,UMC,Other,,,
959,Intel Pentium 4 HT 3.4E,CPU,2004/4/1,90,115,109,125,3400,Intel,Intel,,,
2852,NVIDIA Quadro FX 4000,GPU,2004/4/1,130,142,287,222,375,TSMC,NVIDIA,,,
4379,NVIDIA Quadro FX 1100,GPU,2004/4/1,130,,133,82,425,TSMC,NVIDIA,,,
2256,NVIDIA GeForce 6800,GPU,2004/4/14,110,,287,222,325,TSMC,NVIDIA,,,
2650,NVIDIA GeForce 6800,GPU,2004/4/14,130,,287,222,325,TSMC,NVIDIA,,,
2667,NVIDIA GeForce 6800 GTO,GPU,2004/4/14,130,,287,222,350,TSMC,NVIDIA,,,
2858,NVIDIA GeForce 6800 GT DDL,GPU,2004/4/14,130,80,287,222,350,TSMC,NVIDIA,,,
3186,NVIDIA GeForce 6800 GT,GPU,2004/4/14,110,,287,222,350,TSMC,NVIDIA,,,
4085,NVIDIA GeForce 6800 GT,GPU,2004/4/14,130,,287,222,350,TSMC,NVIDIA,,,
4532,NVIDIA GeForce 6800 Ultra,GPU,2004/4/14,130,,287,222,425,TSMC,NVIDIA,,,
4841,NVIDIA GeForce 6800 Ultra DDL,GPU,2004/4/14,130,100,287,222,400,TSMC,NVIDIA,,,
3547,NVIDIA Quadro FX 4000 SDI,GPU,2004/4/19,130,150,225,222,425,TSMC,NVIDIA,,,
171,AMD Athlon 64 2700+,CPU,2004/4/27,130,32,144,69,1600,Unknown,AMD,,,
423,AMD Athlon 64 3000+,CPU,2004/4/27,130,89,144,69,1800,Unknown,AMD,,,
493,AMD Athlon 64 2800+,CPU,2004/4/27,130,89,144,69,1800,Unknown,AMD,,,
840,AMD Athlon 64 2800+,CPU,2004/4/27,130,89,193,69,1800,Unknown,AMD,,,
1105,AMD Athlon 64 3400+,CPU,2004/4/27,130,89,144,105,2400,Unknown,AMD,,,
1442,AMD Athlon 64 3200+,CPU,2004/4/27,130,89,144,69,2000,Unknown,AMD,,,
1446,AMD Athlon 64 2800+,CPU,2004/4/27,130,32,144,69,1800,Unknown,AMD,,,
1513,AMD Athlon 64 3000+,CPU,2004/4/27,130,32,144,69,1800,Unknown,AMD,,,
1675,AMD Athlon 64 3300+,CPU,2004/4/27,130,89,144,105,2400,Unknown,AMD,,,
1850,AMD Athlon 64 3200+,CPU,2004/4/27,130,89,144,69,2200,Unknown,AMD,,,
1910,AMD Athlon 64 3400+,CPU,2004/4/27,130,89,144,69,2200,Unknown,AMD,,,
2119,AMD Athlon 64 3000+,CPU,2004/4/27,130,89,144,69,2000,Unknown,AMD,,,
2645,ATI Radeon X800 XT Platinum AGP,GPU,2004/5/1,130,63,281,160,520,TSMC,ATI,,,
2844,ATI Radeon X800 PRO,GPU,2004/5/1,130,48,289,160,475,TSMC,ATI,,,
3957,ATI Radeon X800 PRO AGP,GPU,2004/5/1,130,48,281,160,475,TSMC,ATI,,,
4710,ATI Radeon X800 XL AGP,GPU,2004/5/1,110,49,240,160,400,TSMC,ATI,,,
4718,ATI FireGL V5100,GPU,2004/5/1,130,,289,160,450,TSMC,ATI,,,
